,RQ,DLWZ1,DLWZ2,XQ,ZGQW,ZDQW,TQ,FS,ORG_NO
19700101,2022-11-24,龙岩,上杭,周四,18,17,大雨,西北风1级,3540708
19700101,2022-11-25,龙岩,上杭,周五,19,17,暴雨~小雨,西南风1级,3540708
19700101,2022-11-26,龙岩,上杭,周六,25,17,多云~小雨,西北风1级,3540708
19700101,2022-11-27,龙岩,上杭,周日,22,20,多云~阴,东南风1级,3540708
19700101,2022-11-28,龙岩,上杭,周一,27,19,雾~阴,东南风2级,3540708
19700101,2022-11-29,龙岩,上杭,周二,27,11,多云~小雨,南风1级,3540708
19700101,2022-11-30,龙岩,上杭,周三,12,6,小雨,西北风2级,3540708
19700101,2022-12-01,龙岩,上杭,周四,7,5,多云~小雨,西北风2级,3540708
19700101,2022-12-02,龙岩,上杭,周五,11,7,小雨,西北风1级,3540708
19700101,2022-12-03,龙岩,上杭,周六,18,10,多云~阴,西北风1级,3540708
19700101,2022-12-04,龙岩,上杭,周日,14,7,多云~小雨,西北风2级,3540708
19700101,2022-12-05,龙岩,上杭,周一,9,7,多云~阴,西北风2级,3540708
19700101,2022-12-06,龙岩,上杭,周二,12,8,多云~阴,西北风1级,3540708
19700101,2022-12-07,龙岩,上杭,周三,17,8,多云~晴,西北风2级,3540708
19700101,2022-12-08,龙岩,上杭,周四,18,10,多云,西北风1级,3540708
19700101,2022-12-09,龙岩,上杭,周五,16,9,多云~晴,西北风2级,3540708
19700101,2022-12-10,龙岩,上杭,周六,15,9,雾~阴,西北风2级,3540708
19700101,2022-11-01,龙岩,武平,周二,21,17,多云~小雨,北风2级,3540710
19700101,2022-11-02,龙岩,武平,周三,19,15,小雨~阴,北风2级,3540710
19700101,2022-11-03,龙岩,武平,周四,23,19,多云~阴,西北风1级,3540710
19700101,2022-11-04,龙岩,武平,周五,19,16,小雨,西北风2级,3540710
19700101,2022-11-05,龙岩,武平,周六,18,15,多云~小雨,西北风1级,3540710
19700101,2022-11-06,龙岩,武平,周日,18,15,小雨~多云,北风1级,3540710
19700101,2022-11-07,龙岩,武平,周一,20,18,多云~阴,北风1级,3540710
19700101,2022-11-08,龙岩,武平,周二,24,17,多云,北风1级,3540710
19700101,2022-11-09,龙岩,武平,周三,27,17,多云~晴,东北风1级,3540710
19700101,2022-11-10,龙岩,武平,周四,30,18,多云~晴,东北风1级,3540710
19700101,2022-11-11,龙岩,武平,周五,31,17,多云~晴,东南风1级,3540710
19700101,2022-11-12,龙岩,武平,周六,30,17,晴,南风1级,3540710
19700101,2022-11-13,龙岩,武平,周日,31,17,晴,北风1级,3540710
19700101,2022-11-14,龙岩,武平,周一,26,17,多云~小雨,西北风1级,3540710
19700101,2022-11-15,龙岩,武平,周二,20,17,多云~小雨,西北风2级,3540710
19700101,2022-11-16,龙岩,武平,周三,20,18,多云,东北风1级,3540710
19700101,2022-11-17,龙岩,武平,周四,25,18,雾~多云,北风1级,3540710
19700101,2022-11-18,龙岩,武平,周五,29,19,多云,北风1级,3540710
19700101,2022-11-19,龙岩,武平,周六,25,17,多云,西北风2级,3540710
19700101,2022-11-20,龙岩,武平,周日,26,18,多云,西北风1级,3540710
19700101,2022-11-21,龙岩,武平,周一,29,20,多云~小雨,东南风1级,3540710
19700101,2022-11-22,龙岩,武平,周二,24,19,小雨,东南风1级,3540710
19700101,2022-11-23,龙岩,武平,周三,20,18,小雨~中雨,西北风1级,3540710
19700101,2022-11-24,龙岩,武平,周四,19,18,大雨,西北风1级,3540710
19700101,2022-11-25,龙岩,武平,周五,18,17,暴雨~小雨,西风1级,3540710
19700101,2022-11-26,龙岩,武平,周六,24,18,多云~小雨,北风1级,3540710
19700101,2022-11-27,龙岩,武平,周日,23,19,阴,东南风2级,3540710
19700101,2022-11-28,龙岩,武平,周一,22,18,小雨~阴,东南风2级,3540710
19700101,2022-11-29,龙岩,武平,周二,26,11,多云~小雨,南风1级,3540710
19700101,2022-11-30,龙岩,武平,周三,11,6,小雨,西北风2级,3540710
19700101,2022-12-01,龙岩,武平,周四,6,5,多云~小雨,西北风2级,3540710
19700101,2022-12-02,龙岩,武平,周五,9,7,小雨,西北风2级,3540710
19700101,2022-12-03,龙岩,武平,周六,19,10,多云~阴,西北风1级,3540710
19700101,2022-12-04,龙岩,武平,周日,13,8,多云~小雨,西北风2级,3540710
19700101,2022-12-05,龙岩,武平,周一,9,8,多云~阴,西北风2级,3540710
19700101,2022-12-06,龙岩,武平,周二,10,9,多云~阴,西北风2级,3540710
19700101,2022-12-07,龙岩,武平,周三,15,9,多云,北风2级,3540710
19700101,2022-12-08,龙岩,武平,周四,17,11,多云,西北风2级,3540710
19700101,2022-12-09,龙岩,武平,周五,15,9,多云,西北风2级,3540710
19700101,2022-12-10,龙岩,武平,周六,14,10,多云~阴,西北风2级,3540710
19700101,2022-11-01,龙岩,新罗,周二,19,17,阴~小雨,东北风2级,3540704
19700101,2022-11-02,龙岩,新罗,周三,19,14,小雨~阴,东北风2级,3540704
19700101,2022-11-03,龙岩,新罗,周四,21,19,多云~小雨,东北风1级,3540704
19700101,2022-11-04,龙岩,新罗,周五,23,16,雾~阴,北风1级,3540704
19700101,2022-11-05,龙岩,新罗,周六,19,15,多云~阴,东北风1级,3540704
19700101,2022-11-06,龙岩,新罗,周日,20,16,阴,东北风1级,3540704
19700101,2022-11-07,龙岩,新罗,周一,21,17,雾~多云,东北风1级,3540704
19700101,2022-11-08,龙岩,新罗,周二,24,17,雾~多云,东北风1级,3540704
19700101,2022-11-09,龙岩,新罗,周三,26,17,多云~晴,东北风1级,3540704
19700101,2022-11-10,龙岩,新罗,周四,30,18,晴~多云,东北风1级,3540704
19700101,2022-11-11,龙岩,新罗,周五,30,17,晴,东北风1级,3540704
19700101,2022-11-12,龙岩,新罗,周六,30,17,雾~晴,西南风1级,3540704
19700101,2022-11-13,龙岩,新罗,周日,31,18,雾~多云,东北风1级,3540704
19700101,2022-11-14,龙岩,新罗,周一,27,19,雾~小雨,西南风1级,3540704
19700101,2022-11-15,龙岩,新罗,周二,24,19,雾~小雨,西北风1级,3540704
19700101,2022-11-16,龙岩,新罗,周三,20,17,雾~多云,东风1级,3540704
19700101,2022-11-17,龙岩,新罗,周四,28,19,多云,东北风1级,3540704
19700101,2022-11-18,龙岩,新罗,周五,29,19,多云~晴,东北风1级,3540704
19700101,2022-11-19,龙岩,新罗,周六,28,19,多云,西北风1级,3540704
19700101,2022-11-20,龙岩,新罗,周日,27,18,多云,东北风1级,3540704
19700101,2022-11-21,龙岩,新罗,周一,28,19,雾~阴,东南风1级,3540704
19700101,2022-11-22,龙岩,新罗,周二,22,20,中雨~小雨,东南风1级,3540704
19700101,2022-11-23,龙岩,新罗,周三,21,18,小雨,东北风1级,3540704
19700101,2022-11-24,龙岩,新罗,周四,20,18,中雨~大雨,东南风1级,3540704
19700101,2022-11-25,龙岩,新罗,周五,19,17,大雨~小雨,南风1级,3540704
19700101,2022-11-26,龙岩,新罗,周六,25,17,多云~小雨,东北风1级,3540704
19700101,2022-11-27,龙岩,新罗,周日,22,20,多云~阴,南风2级,3540704
19700101,2022-11-28,龙岩,新罗,周一,25,21,雾~阴,南风1级,3540704
19700101,2022-11-29,龙岩,新罗,周二,29,16,雾~小雨,西南风2级,3540704
19700101,2022-11-30,龙岩,新罗,周三,16,11,小雨,西北风2级,3540704
19700101,2022-12-01,龙岩,新罗,周四,14,10,阴~小雨,北风2级,3540704
19700101,2022-12-02,龙岩,新罗,周五,14,12,小雨,东北风1级,3540704
19700101,2022-12-03,龙岩,新罗,周六,21,14,雾~阴,东北风1级,3540704
19700101,2022-12-04,龙岩,新罗,周日,18,12,多云~小雨,东北风1级,3540704
19700101,2022-12-05,龙岩,新罗,周一,13,10,多云~阴,北风2级,3540704
19700101,2022-12-06,龙岩,新罗,周二,14,11,多云,东北风1级,3540704
19700101,2022-12-07,龙岩,新罗,周三,17,11,雾~多云,东北风1级,3540704
19700101,2022-12-08,龙岩,新罗,周四,22,13,雾~多云,东北风1级,3540704
19700101,2022-12-09,龙岩,新罗,周五,22,11,雾~晴,北风1级,3540704
19700101,2022-12-10,龙岩,新罗,周六,20,13,多云~阴,北风1级,3540704
19700101,2022-12-11,龙岩,新罗,周日,16,11,阴~多云,东北风2级,3540704
19700101,2022-11-01,龙岩,永定,周二,22,17,小雨,东北风2级,3540707
19700101,2022-11-02,龙岩,永定,周三,21,14,小雨~阴,东北风2级,3540707
19700101,2022-11-03,龙岩,永定,周四,24,19,小雨~阴,东北风1级,3540707
19700101,2022-11-04,龙岩,永定,周五,22,16,多云,西北风1级,3540707
19700101,2022-11-05,龙岩,永定,周六,21,15,多云,西北风1级,3540707
19700101,2022-11-06,龙岩,永定,周日,21,16,多云~阴,西北风1级,3540707
19700101,2022-11-07,龙岩,永定,周一,21,17,阴,东北风1级,3540707
19700101,2022-11-08,龙岩,永定,周二,25,16,雾~阴,东北风1级,3540707
19700101,2022-11-09,龙岩,永定,周三,30,17,多云~晴,北风1级,3540707
19700101,2022-11-10,龙岩,永定,周四,30,18,晴~多云,东北风1级,3540707
19700101,2022-11-11,龙岩,永定,周五,31,18,晴~多云,东北风1级,3540707
19700101,2022-11-12,龙岩,永定,周六,30,17,晴,东北风1级,3540707
19700101,2022-11-13,龙岩,永定,周日,31,18,晴,东北风1级,3540707
19700101,2022-11-14,龙岩,永定,周一,28,19,多云~小雨,北风1级,3540707
19700101,2022-11-15,龙岩,永定,周二,25,18,多云~小雨,西北风1级,3540707
19700101,2022-11-16,龙岩,永定,周三,22,17,多云,东北风1级,3540707
19700101,2022-11-17,龙岩,永定,周四,28,18,多云,西北风1级,3540707
19700101,2022-11-18,龙岩,永定,周五,30,18,雾~晴,东北风1级,3540707
19700101,2022-11-19,龙岩,永定,周六,28,18,雾~多云,西北风2级,3540707
19700101,2022-11-20,龙岩,永定,周日,27,18,多云,西北风1级,3540707
19700101,2022-11-21,龙岩,永定,周一,29,19,晴~阴,东风1级,3540707
19700101,2022-11-22,龙岩,永定,周二,22,20,小雨,东风1级,3540707
19700101,2022-11-23,龙岩,永定,周三,22,17,小雨,北风1级,3540707
19700101,2022-11-24,龙岩,永定,周四,19,18,大雨~中雨,东北风1级,3540707
19700101,2022-11-25,龙岩,永定,周五,20,18,中雨~小雨,东北风1级,3540707
19700101,2022-11-26,龙岩,永定,周六,25,17,小雨,西北风1级,3540707
19700101,2022-11-27,龙岩,永定,周日,23,20,多云~阴,东南风1级,3540707
19700101,2022-11-28,龙岩,永定,周一,27,21,多云~阴,东南风1级,3540707
19700101,2022-11-29,龙岩,永定,周二,30,14,阴~小雨,南风1级,3540707
19700101,2022-11-30,龙岩,永定,周三,15,9,小雨,西北风2级,3540707
19700101,2022-12-01,龙岩,永定,周四,9,7,多云~小雨,西北风2级,3540707
19700101,2022-12-02,龙岩,永定,周五,10,8,小雨,西北风1级,3540707
19700101,2022-12-03,龙岩,永定,周六,21,13,多云~阴,西北风1级,3540707
19700101,2022-12-04,龙岩,永定,周日,14,9,多云~小雨,西北风1级,3540707
19700101,2022-12-05,龙岩,永定,周一,12,9,多云~阴,西北风2级,3540707
19700101,2022-12-06,龙岩,永定,周二,13,9,多云,西北风1级,3540707
19700101,2022-12-07,龙岩,永定,周三,20,10,多云~晴,西北风1级,3540707
19700101,2022-12-08,龙岩,永定,周四,23,12,晴~多云,西北风1级,3540707
19700101,2022-12-09,龙岩,永定,周五,19,9,晴,西北风1级,3540707
19700101,2022-12-10,龙岩,永定,周六,17,11,多云~阴,西北风2级,3540707
19700101,2022-11-01,龙岩,漳平,周二,21,17,小雨,北风2级,3540705
19700101,2022-11-02,龙岩,漳平,周三,20,15,小雨~阴,北风1级,3540705
19700101,2022-11-03,龙岩,漳平,周四,21,19,多云~小雨,西北风1级,3540705
19700101,2022-11-04,龙岩,漳平,周五,24,16,雾~阴,北风1级,3540705
19700101,2022-11-05,龙岩,漳平,周六,19,14,多云~小雨,北风1级,3540705
19700101,2022-11-06,龙岩,漳平,周日,21,15,阴,北风1级,3540705
19700101,2022-11-07,龙岩,漳平,周一,21,16,雾~阴,北风1级,3540705
19700101,2022-11-08,龙岩,漳平,周二,24,16,雾~多云,东北风1级,3540705
19700101,2022-11-09,龙岩,漳平,周三,26,17,多云~晴,东北风1级,3540705
19700101,2022-11-10,龙岩,漳平,周四,31,18,晴~多云,东北风1级,3540705
19700101,2022-11-11,龙岩,漳平,周五,31,17,晴,南风1级,3540705
19700101,2022-11-12,龙岩,漳平,周六,31,17,雾~晴,东南风1级,3540705
19700101,2022-11-13,龙岩,漳平,周日,32,18,雾~多云,西南风1级,3540705
19700101,2022-11-14,龙岩,漳平,周一,28,19,雾~小雨,西南风1级,3540705
19700101,2022-11-15,龙岩,漳平,周二,25,19,雾~小雨,北风1级,3540705
19700101,2022-11-16,龙岩,漳平,周三,20,17,雾~小雨,东北风1级,3540705
19700101,2022-11-17,龙岩,漳平,周四,28,19,多云,北风1级,3540705
19700101,2022-11-18,龙岩,漳平,周五,30,18,多云,东北风1级,3540705
19700101,2022-11-19,龙岩,漳平,周六,28,19,多云~阴,北风1级,3540705
19700101,2022-11-20,龙岩,漳平,周日,26,18,多云,东北风1级,3540705
19700101,2022-11-21,龙岩,漳平,周一,28,19,雾~小雨,东南风1级,3540705
19700101,2022-11-22,龙岩,漳平,周二,22,20,中雨~小雨,东南风1级,3540705
19700101,2022-11-23,龙岩,漳平,周三,21,17,中雨~小雨,北风1级,3540705
19700101,2022-11-24,龙岩,漳平,周四,19,18,中雨~大雨,东南风1级,3540705
19700101,2022-11-25,龙岩,漳平,周五,19,17,中雨~小雨,东南风1级,3540705
19700101,2022-11-26,龙岩,漳平,周六,26,17,多云~小雨,东北风1级,3540705
19700101,2022-11-27,龙岩,漳平,周日,22,20,多云~阴,东南风1级,3540705
19700101,2022-11-28,龙岩,漳平,周一,25,21,雾~阴,南风1级,3540705
19700101,2022-11-29,龙岩,漳平,周二,30,15,雾~小雨,西南风1级,3540705
19700101,2022-11-30,龙岩,漳平,周三,17,12,小雨,西北风1级,3540705
19700101,2022-12-01,龙岩,漳平,周四,13,10,小雨,西北风2级,3540705
19700101,2022-12-02,龙岩,漳平,周五,12,11,小雨,西北风1级,3540705
19700101,2022-12-03,龙岩,漳平,周六,20,14,雾~阴,北风1级,3540705
19700101,2022-12-04,龙岩,漳平,周日,17,12,多云~小雨,北风1级,3540705
19700101,2022-12-05,龙岩,漳平,周一,14,11,多云~阴,北风2级,3540705
19700101,2022-12-06,龙岩,漳平,周二,15,11,多云,北风1级,3540705
19700101,2022-12-07,龙岩,漳平,周三,18,11,雾~多云,北风1级,3540705
19700101,2022-12-08,龙岩,漳平,周四,23,13,雾~多云,西北风1级,3540705
19700101,2022-12-09,龙岩,漳平,周五,21,11,雾~多云,北风1级,3540705
19700101,2022-12-10,龙岩,漳平,周六,21,13,多云~阴,北风2级,3540705
19700101,2022-11-01,南平,光泽,周二,24,14,多云~小雨,东北风2级,3540909
19700101,2022-11-02,南平,光泽,周三,20,15,小雨,东南风1级,3540909
19700101,2022-11-03,南平,光泽,周四,18,13,雾~小雨,北风1级,3540909
19700101,2022-11-04,南平,光泽,周五,17,13,小雨,东北风1级,3540909
19700101,2022-11-05,南平,光泽,周六,16,12,多云~阴,东北风1级,3540909
19700101,2022-11-06,南平,光泽,周日,18,10,雾~多云,东南风1级,3540909
19700101,2022-11-07,南平,光泽,周一,23,12,雾~多云,东南风1级,3540909
19700101,2022-11-08,南平,光泽,周二,26,14,雾~多云,东南风1级,3540909
19700101,2022-11-09,南平,光泽,周三,26,14,雾~多云,东南风1级,3540909
19700101,2022-11-10,南平,光泽,周四,29,15,晴,东南风1级,3540909
19700101,2022-11-11,南平,光泽,周五,30,16,晴,东南风1级,3540909
19700101,2022-11-12,南平,光泽,周六,31,13,雾~晴,东南风1级,3540909
19700101,2022-11-13,南平,光泽,周日,27,14,雾~多云,西北风2级,3540909
19700101,2022-11-14,南平,光泽,周一,19,13,雾~小雨,西北风1级,3540909
19700101,2022-11-15,南平,光泽,周二,15,12,多云~小雨,西北风1级,3540909
19700101,2022-11-16,南平,光泽,周三,18,15,小雨,东南风1级,3540909
19700101,2022-11-17,南平,光泽,周四,18,14,小雨,西北风1级,3540909
19700101,2022-11-18,南平,光泽,周五,19,15,小雨,北风1级,3540909
19700101,2022-11-19,南平,光泽,周六,17,14,小雨~阴,西北风1级,3540909
19700101,2022-11-20,南平,光泽,周日,22,14,多云~阴,北风1级,3540909
19700101,2022-11-21,南平,光泽,周一,24,16,雾~小雨,东南风1级,3540909
19700101,2022-11-22,南平,光泽,周二,20,14,中雨~小雨,西北风1级,3540909
19700101,2022-11-23,南平,光泽,周三,17,14,多云~小雨,西北风1级,3540909
19700101,2022-11-24,南平,光泽,周四,20,16,雾~小雨,西北风1级,3540909
19700101,2022-11-25,南平,光泽,周五,20,15,多云~阴,西风1级,3540909
19700101,2022-11-26,南平,光泽,周六,24,14,多云~小雨,东北风1级,3540909
19700101,2022-11-27,南平,光泽,周日,20,16,阴~小雨,东南风2级,3540909
19700101,2022-11-28,南平,光泽,周一,21,17,小雨~大雨,东南风2级,3540909
19700101,2022-11-29,南平,光泽,周二,19,6,中雨~大雨,西北风1级,3540909
19700101,2022-11-30,南平,光泽,周三,7,2,中雨~小雨,西北风2级,3540909
19700101,2022-12-01,南平,光泽,周四,5,3,小雨,西北风2级,3540909
19700101,2022-12-02,南平,光泽,周五,8,2,小雨,西北风1级,3540909
19700101,2022-12-03,南平,光泽,周六,7,6,大雨~小雨,西北风1级,3540909
19700101,2022-12-04,南平,光泽,周日,7,6,小雨,西北风1级,3540909
19700101,2022-12-05,南平,光泽,周一,6,4,多云~阴,西北风1级,3540909
19700101,2022-12-06,南平,光泽,周二,10,7,多云~小雨,西北风1级,3540909
19700101,2022-12-07,南平,光泽,周三,9,8,多云~小雨,西北风1级,3540909
19700101,2022-12-08,南平,光泽,周四,10,9,雾~小雨,西北风1级,3540909
19700101,2022-12-09,南平,光泽,周五,12,7,多云~阴,西北风1级,3540909
19700101,2022-12-10,南平,光泽,周六,11,8,雾~阴,西北风2级,3540909
19700101,2022-11-01,南平,建阳,周二,25,15,多云~小雨,东北风2级,3540906
19700101,2022-11-02,南平,建阳,周三,17,14,小雨,东风1级,3540906
19700101,2022-11-03,南平,建阳,周四,18,16,小雨,东北风1级,3540906
19700101,2022-11-04,南平,建阳,周五,17,15,小雨,北风1级,3540906
19700101,2022-11-05,南平,建阳,周六,16,13,小雨,东北风1级,3540906
19700101,2022-11-06,南平,建阳,周日,18,13,雾~多云,东南风1级,3540906
19700101,2022-11-07,南平,建阳,周一,22,15,雾~多云,西南风1级,3540906
19700101,2022-11-08,南平,建阳,周二,27,15,雾~多云,东风1级,3540906
19700101,2022-11-09,南平,建阳,周三,25,16,雾~多云,东南风1级,3540906
19700101,2022-11-10,南平,建阳,周四,29,18,晴,东北风1级,3540906
19700101,2022-11-11,南平,建阳,周五,30,17,雾~晴,东南风1级,3540906
19700101,2022-11-12,南平,建阳,周六,30,17,雾~晴,东南风1级,3540906
19700101,2022-11-13,南平,建阳,周日,30,18,雾~多云,北风1级,3540906
19700101,2022-11-14,南平,建阳,周一,24,16,多云~小雨,西北风1级,3540906
19700101,2022-11-15,南平,建阳,周二,18,15,多云~小雨,西北风1级,3540906
19700101,2022-11-16,南平,建阳,周三,20,15,小雨,北风1级,3540906
19700101,2022-11-17,南平,建阳,周四,21,16,小雨~阴,北风1级,3540906
19700101,2022-11-18,南平,建阳,周五,22,18,多云~小雨,北风1级,3540906
19700101,2022-11-19,南平,建阳,周六,19,17,小雨,西北风1级,3540906
19700101,2022-11-20,南平,建阳,周日,21,16,小雨~阴,东北风1级,3540906
19700101,2022-11-21,南平,建阳,周一,24,17,雾~小雨,东风1级,3540906
19700101,2022-11-22,南平,建阳,周二,20,17,中雨~小雨,东风1级,3540906
19700101,2022-11-23,南平,建阳,周三,21,16,小雨,西北风1级,3540906
19700101,2022-11-24,南平,建阳,周四,20,17,多云~小雨,北风1级,3540906
19700101,2022-11-25,南平,建阳,周五,19,16,小雨~阴,东南风1级,3540906
19700101,2022-11-26,南平,建阳,周六,25,15,多云~小雨,西北风1级,3540906
19700101,2022-11-27,南平,建阳,周日,18,16,阴~小雨,东风1级,3540906
19700101,2022-11-28,南平,建阳,周一,21,16,小雨,西南风1级,3540906
19700101,2022-11-29,南平,建阳,周二,22,9,中雨~大雨,西北风1级,3540906
19700101,2022-11-30,南平,建阳,周三,11,6,中雨~小雨,西北风2级,3540906
19700101,2022-12-01,南平,建阳,周四,7,5,中雨~小雨,西北风1级,3540906
19700101,2022-12-02,南平,建阳,周五,12,5,小雨,北风1级,3540906
19700101,2022-12-03,南平,建阳,周六,11,10,中雨~小雨,西北风1级,3540906
19700101,2022-12-04,南平,建阳,周日,12,9,小雨,西北风1级,3540906
19700101,2022-12-05,南平,建阳,周一,11,6,多云~阴,西北风1级,3540906
19700101,2022-12-06,南平,建阳,周二,11,9,多云~小雨,北风1级,3540906
19700101,2022-12-07,南平,建阳,周三,12,10,雾~小雨,西北风1级,3540906
19700101,2022-12-08,南平,建阳,周四,16,11,雾~多云,西北风1级,3540906
19700101,2022-12-09,南平,建阳,周五,17,10,多云,西北风1级,3540906
19700101,2022-12-10,南平,建阳,周六,14,10,雾~阴,西北风1级,3540906
19700101,2022-11-01,南平,建瓯,周二,23,16,多云~小雨,东北风1级,3540907
19700101,2022-11-02,南平,建瓯,周三,17,14,小雨,东北风1级,3540907
19700101,2022-11-03,南平,建瓯,周四,18,15,小雨,西北风1级,3540907
19700101,2022-11-04,南平,建瓯,周五,17,15,小雨,北风1级,3540907
19700101,2022-11-05,南平,建瓯,周六,16,13,小雨,东北风1级,3540907
19700101,2022-11-06,南平,建瓯,周日,18,14,多云,东北风1级,3540907
19700101,2022-11-07,南平,建瓯,周一,21,15,多云,西北风1级,3540907
19700101,2022-11-08,南平,建瓯,周二,28,16,雾~多云,东风1级,3540907
19700101,2022-11-09,南平,建瓯,周三,26,16,小雨~多云,东南风1级,3540907
19700101,2022-11-10,南平,建瓯,周四,30,18,雾~晴,东风1级,3540907
19700101,2022-11-11,南平,建瓯,周五,30,17,雾~晴,东南风1级,3540907
19700101,2022-11-12,南平,建瓯,周六,31,17,雾~晴,东南风1级,3540907
19700101,2022-11-13,南平,建瓯,周日,31,18,雾~多云,东北风1级,3540907
19700101,2022-11-14,南平,建瓯,周一,26,17,多云~小雨,西北风1级,3540907
19700101,2022-11-15,南平,建瓯,周二,18,16,小雨,西北风1级,3540907
19700101,2022-11-16,南平,建瓯,周三,18,17,小雨~阴,北风1级,3540907
19700101,2022-11-17,南平,建瓯,周四,21,16,小雨~多云,西北风1级,3540907
19700101,2022-11-18,南平,建瓯,周五,25,19,多云~小雨,北风1级,3540907
19700101,2022-11-19,南平,建瓯,周六,21,17,中雨~小雨,西北风1级,3540907
19700101,2022-11-20,南平,建瓯,周日,23,17,多云~阴,东北风1级,3540907
19700101,2022-11-21,南平,建瓯,周一,26,17,多云~小雨,东风1级,3540907
19700101,2022-11-22,南平,建瓯,周二,20,18,大雨~小雨,东北风1级,3540907
19700101,2022-11-23,南平,建瓯,周三,22,17,小雨,西北风1级,3540907
19700101,2022-11-24,南平,建瓯,周四,21,17,多云~小雨,东北风1级,3540907
19700101,2022-11-25,南平,建瓯,周五,19,17,小雨~阴,西南风1级,3540907
19700101,2022-11-26,南平,建瓯,周六,25,16,小雨,东北风1级,3540907
19700101,2022-11-27,南平,建瓯,周日,18,17,阴~小雨,东风1级,3540907
19700101,2022-11-28,南平,建瓯,周一,22,18,小雨,西南风1级,3540907
19700101,2022-11-29,南平,建瓯,周二,28,10,小雨~大雨,西风1级,3540907
19700101,2022-11-30,南平,建瓯,周三,11,7,大雨~小雨,北风2级,3540907
19700101,2022-12-01,南平,建瓯,周四,7,6,中雨~小雨,北风2级,3540907
19700101,2022-12-02,南平,建瓯,周五,12,6,小雨,西北风1级,3540907
19700101,2022-12-03,南平,建瓯,周六,12,11,小雨,西北风1级,3540907
19700101,2022-12-04,南平,建瓯,周日,13,10,阴~小雨,西北风1级,3540907
19700101,2022-12-05,南平,建瓯,周一,12,7,多云~阴,西北风1级,3540907
19700101,2022-12-06,南平,建瓯,周二,12,9,多云~小雨,西北风1级,3540907
19700101,2022-12-07,南平,建瓯,周三,13,10,多云,西北风1级,3540907
19700101,2022-12-08,南平,建瓯,周四,17,11,雾~多云,西北风1级,3540907
19700101,2022-12-09,南平,建瓯,周五,18,11,多云,西北风1级,3540907
19700101,2022-12-10,南平,建瓯,周六,15,11,多云~阴,西北风1级,3540907
19700101,2022-11-01,南平,浦城,周二,25,14,多云~小雨,东北风2级,3540910
19700101,2022-11-02,南平,浦城,周三,19,15,多云~阴,东南风1级,3540910
19700101,2022-11-03,南平,浦城,周四,19,13,雾~小雨,北风1级,3540910
19700101,2022-11-04,南平,浦城,周五,17,13,雾~小雨,北风1级,3540910
19700101,2022-11-05,南平,浦城,周六,16,12,雾~阴,东北风1级,3540910
19700101,2022-11-06,南平,浦城,周日,19,11,雾~多云,东南风1级,3540910
19700101,2022-11-07,南平,浦城,周一,24,14,雾~多云,东南风1级,3540910
19700101,2022-11-08,南平,浦城,周二,28,13,雾~多云,东风1级,3540910
19700101,2022-11-09,南平,浦城,周三,26,15,雾~多云,东南风1级,3540910
19700101,2022-11-10,南平,浦城,周四,30,17,雾~晴,东南风1级,3540910
19700101,2022-11-11,南平,浦城,周五,31,16,雾~晴,东南风1级,3540910
19700101,2022-11-12,南平,浦城,周六,31,17,雾~晴,东南风1级,3540910
19700101,2022-11-13,南平,浦城,周日,30,16,雾~多云,西北风1级,3540910
19700101,2022-11-14,南平,浦城,周一,18,14,雾~小雨,西北风1级,3540910
19700101,2022-11-15,南平,浦城,周二,15,13,多云~小雨,西北风1级,3540910
19700101,2022-11-16,南平,浦城,周三,17,16,小雨,南风1级,3540910
19700101,2022-11-17,南平,浦城,周四,18,14,雾~阴,西北风1级,3540910
19700101,2022-11-18,南平,浦城,周五,19,17,雾~小雨,北风1级,3540910
19700101,2022-11-19,南平,浦城,周六,20,16,小雨~阴,北风1级,3540910
19700101,2022-11-20,南平,浦城,周日,24,14,雾~阴,北风1级,3540910
19700101,2022-11-21,南平,浦城,周一,25,15,多云~小雨,东南风1级,3540910
19700101,2022-11-22,南平,浦城,周二,19,15,小雨,东南风1级,3540910
19700101,2022-11-23,南平,浦城,周三,22,15,多云~小雨,北风1级,3540910
19700101,2022-11-24,南平,浦城,周四,20,16,多云~小雨,东北风1级,3540910
19700101,2022-11-25,南平,浦城,周五,20,15,多云~阴,西南风1级,3540910
19700101,2022-11-26,南平,浦城,周六,25,14,多云~阴,西北风1级,3540910
19700101,2022-11-27,南平,浦城,周日,17,14,大雨~小雨,东南风1级,3540910
19700101,2022-11-28,南平,浦城,周一,19,18,小雨~中雨,南风1级,3540910
19700101,2022-11-29,南平,浦城,周二,20,6,大雨,西北风1级,3540910
19700101,2022-11-30,南平,浦城,周三,8,3,小雨,北风2级,3540910
19700101,2022-12-01,南平,浦城,周四,5,3,小雨,西北风2级,3540910
19700101,2022-12-02,南平,浦城,周五,11,3,小雨,北风1级,3540910
19700101,2022-12-03,南平,浦城,周六,9,7,小雨,西北风1级,3540910
19700101,2022-12-04,南平,浦城,周日,11,6,阴~小雨,西北风1级,3540910
19700101,2022-12-05,南平,浦城,周一,10,5,多云~阴,西北风2级,3540910
19700101,2022-12-06,南平,浦城,周二,11,8,多云~小雨,北风1级,3540910
19700101,2022-12-07,南平,浦城,周三,10,9,雾~小雨,北风1级,3540910
19700101,2022-12-08,南平,浦城,周四,15,9,雾~阴,北风1级,3540910
