RQ,DLWZ1,DLWZ2,NL,YCZGQW,YCZDQW,TQYC,FSYC,JR,CREATETIME,ORG_NO,RQ
20230106,厦门,海沧,十二月十五,18,11,,,,20221211,3540204,20230106
20230107,厦门,海沧,十二月十六,17,11,,,,20221211,3540204,20230107
20230108,厦门,海沧,十二月十七,17,11,,,,20221211,3540204,20230108
20230109,厦门,海沧,十二月十八,17,11,,,,20221211,3540204,20230109
20230110,厦门,海沧,十二月十九,18,11,,,,20221211,3540204,20230110
20230111,厦门,海沧,十二月二十,17,11,,,,20221211,3540204,20230111
20230112,厦门,海沧,十二月廿一,17,11,,,,20221211,3540204,20230112
20230113,厦门,海沧,十二月廿二,18,11,,,,20221211,3540204,20230113
20230114,厦门,海沧,十二月廿三,18,11,,,小年,20221211,3540204,20230114
20230115,厦门,海沧,十二月廿四,18,11,,,,20221211,3540204,20230115
20230116,厦门,海沧,十二月廿五,18,11,,,,20221211,3540204,20230116
20230117,厦门,海沧,十二月廿六,18,11,,,,20221211,3540204,20230117
20230118,厦门,海沧,十二月廿七,18,11,,,,20221211,3540204,20230118
20230119,厦门,海沧,十二月廿八,18,11,,,,20221211,3540204,20230119
20221211,厦门,湖里,十一月十八,19,14,多云转阴,微风,,20221211,3540202,20221211
20221212,厦门,湖里,十一月十九,19,13,多云,微风,,20221211,3540202,20221212
20221213,厦门,湖里,十一月二十,17,12,阴转小雨,微风,,20221211,3540202,20221213
20221214,厦门,湖里,十一月廿一,13,10,小雨,微风,,20221211,3540202,20221214
20221215,厦门,湖里,十一月廿二,15,13,中雨,微风,,20221211,3540202,20221215
20221216,厦门,湖里,十一月廿三,17,11,阴,微风,,20221211,3540202,20221216
20221217,厦门,湖里,十一月廿四,13,5,多云转晴,北风3-4级,,20221211,3540202,20221217
20221218,厦门,湖里,十一月廿五,14,9,多云转阴,东北风5-6级转北风3-4级,,20221211,3540202,20221218
20221219,厦门,湖里,十一月廿六,19,12,阴,微风,,20221211,3540202,20221219
20221220,厦门,湖里,十一月廿七,22,14,阴,东北风4-5级,,20221211,3540202,20221220
20221221,厦门,湖里,十一月廿八,17,11,多云,东北风5-6级转东北风3-4级,,20221211,3540202,20221221
20221222,厦门,湖里,十一月廿九,18,11,晴,东风3-4级转微风,,20221211,3540202,20221222
20221223,厦门,湖里,十二月初一,18,13,晴,微风,,20221211,3540202,20221223
20221224,厦门,湖里,十二月初二,20,14,晴,微风,,20221211,3540202,20221224
20221225,厦门,湖里,十二月初三,20,13,晴转多云,东北风4-5级转东北风5-6级,,20221211,3540202,20221225
20221226,厦门,湖里,十二月初四,18,12,,,,20221211,3540202,20221226
20221227,厦门,湖里,十二月初五,18,12,,,,20221211,3540202,20221227
20221228,厦门,湖里,十二月初六,18,12,,,,20221211,3540202,20221228
20221229,厦门,湖里,十二月初七,18,12,,,,20221211,3540202,20221229
20221230,厦门,湖里,十二月初八,18,12,,,,20221211,3540202,20221230
20221231,厦门,湖里,十二月初九,18,11,,,,20221211,3540202,20221231
20230101,厦门,湖里,十二月初十,17,11,,,,20221211,3540202,20230101
20230102,厦门,湖里,十二月十一,17,11,,,,20221211,3540202,20230102
20230103,厦门,湖里,十二月十二,18,11,,,,20221211,3540202,20230103
20230104,厦门,湖里,十二月十三,18,11,,,,20221211,3540202,20230104
20230105,厦门,湖里,十二月十四,18,11,,,,20221211,3540202,20230105
20230106,厦门,湖里,十二月十五,18,11,,,,20221211,3540202,20230106
20230107,厦门,湖里,十二月十六,17,11,,,,20221211,3540202,20230107
20230108,厦门,湖里,十二月十七,17,11,,,,20221211,3540202,20230108
20230109,厦门,湖里,十二月十八,17,11,,,,20221211,3540202,20230109
20230110,厦门,湖里,十二月十九,18,11,,,,20221211,3540202,20230110
20230111,厦门,湖里,十二月二十,17,11,,,,20221211,3540202,20230111
20230112,厦门,湖里,十二月廿一,17,11,,,,20221211,3540202,20230112
20230113,厦门,湖里,十二月廿二,18,11,,,,20221211,3540202,20230113
20230114,厦门,湖里,十二月廿三,18,11,,,小年,20221211,3540202,20230114
20230115,厦门,湖里,十二月廿四,18,11,,,,20221211,3540202,20230115
20230116,厦门,湖里,十二月廿五,18,11,,,,20221211,3540202,20230116
20230117,厦门,湖里,十二月廿六,18,11,,,,20221211,3540202,20230117
20230118,厦门,湖里,十二月廿七,18,11,,,,20221211,3540202,20230118
20230119,厦门,湖里,十二月廿八,18,11,,,,20221211,3540202,20230119
20221211,厦门,集美,十一月十八,19,14,多云转阴,微风,,20221211,3540203,20221211
20221212,厦门,集美,十一月十九,19,13,多云,微风,,20221211,3540203,20221212
20221213,厦门,集美,十一月二十,17,12,阴转小雨,微风,,20221211,3540203,20221213
20221214,厦门,集美,十一月廿一,13,10,小雨,微风,,20221211,3540203,20221214
20221215,厦门,集美,十一月廿二,15,13,中雨,微风,,20221211,3540203,20221215
20221216,厦门,集美,十一月廿三,17,11,阴,微风,,20221211,3540203,20221216
20221217,厦门,集美,十一月廿四,13,5,多云转晴,北风3-4级,,20221211,3540203,20221217
20221218,厦门,集美,十一月廿五,14,9,多云转阴,东北风5-6级转北风3-4级,,20221211,3540203,20221218
20221219,厦门,集美,十一月廿六,19,12,阴,微风,,20221211,3540203,20221219
20221220,厦门,集美,十一月廿七,22,14,阴,东北风4-5级,,20221211,3540203,20221220
20221221,厦门,集美,十一月廿八,17,11,多云,东北风5-6级转东北风3-4级,,20221211,3540203,20221221
20221222,厦门,集美,十一月廿九,18,11,晴,东风3-4级转微风,,20221211,3540203,20221222
20221223,厦门,集美,十二月初一,18,13,晴,微风,,20221211,3540203,20221223
20221224,厦门,集美,十二月初二,20,14,晴,微风,,20221211,3540203,20221224
20221225,厦门,集美,十二月初三,20,13,晴转多云,东北风4-5级转东北风5-6级,,20221211,3540203,20221225
20221226,厦门,集美,十二月初四,18,12,,,,20221211,3540203,20221226
20221227,厦门,集美,十二月初五,18,12,,,,20221211,3540203,20221227
20221228,厦门,集美,十二月初六,18,12,,,,20221211,3540203,20221228
20221229,厦门,集美,十二月初七,18,12,,,,20221211,3540203,20221229
20221230,厦门,集美,十二月初八,18,12,,,,20221211,3540203,20221230
20221231,厦门,集美,十二月初九,18,11,,,,20221211,3540203,20221231
20230101,厦门,集美,十二月初十,17,11,,,,20221211,3540203,20230101
20230102,厦门,集美,十二月十一,17,11,,,,20221211,3540203,20230102
20230103,厦门,集美,十二月十二,18,11,,,,20221211,3540203,20230103
20230104,厦门,集美,十二月十三,18,11,,,,20221211,3540203,20230104
20230105,厦门,集美,十二月十四,18,11,,,,20221211,3540203,20230105
20230106,厦门,集美,十二月十五,18,11,,,,20221211,3540203,20230106
20230107,厦门,集美,十二月十六,17,11,,,,20221211,3540203,20230107
20230108,厦门,集美,十二月十七,17,11,,,,20221211,3540203,20230108
20230109,厦门,集美,十二月十八,17,11,,,,20221211,3540203,20230109
20230110,厦门,集美,十二月十九,18,11,,,,20221211,3540203,20230110
20230111,厦门,集美,十二月二十,17,11,,,,20221211,3540203,20230111
20230112,厦门,集美,十二月廿一,17,11,,,,20221211,3540203,20230112
20230113,厦门,集美,十二月廿二,18,11,,,,20221211,3540203,20230113
20230114,厦门,集美,十二月廿三,18,11,,,小年,20221211,3540203,20230114
20230115,厦门,集美,十二月廿四,18,11,,,,20221211,3540203,20230115
20230116,厦门,集美,十二月廿五,18,11,,,,20221211,3540203,20230116
20230117,厦门,集美,十二月廿六,18,11,,,,20221211,3540203,20230117
20230118,厦门,集美,十二月廿七,18,11,,,,20221211,3540203,20230118
20230119,厦门,集美,十二月廿八,18,11,,,,20221211,3540203,20230119
20221211,厦门,翔安,十一月十八,20,15,多云,微风,,20221211,3540210,20221211
20221212,厦门,翔安,十一月十九,20,13,多云转晴,微风,,20221211,3540210,20221212
20221213,厦门,翔安,十一月二十,19,13,阴转小雨,微风,,20221211,3540210,20221213
20221214,厦门,翔安,十一月廿一,14,11,小雨,微风,,20221211,3540210,20221214
20221215,厦门,翔安,十一月廿二,18,13,小雨转中雨,微风,,20221211,3540210,20221215
20221216,厦门,翔安,十一月廿三,19,10,阴,微风,,20221211,3540210,20221216
20221217,厦门,翔安,十一月廿四,15,3,多云转晴,微风,,20221211,3540210,20221217
20221218,厦门,翔安,十一月廿五,14,8,多云转阴,东北风3-4级转微风,,20221211,3540210,20221218
20221219,厦门,翔安,十一月廿六,19,11,阴转多云,微风,,20221211,3540210,20221219
20221220,厦门,翔安,十一月廿七,23,14,阴,东北风3-4级,,20221211,3540210,20221220
20221221,厦门,翔安,十一月廿八,18,10,多云转晴,东北风3-4级转微风,,20221211,3540210,20221221
20221222,厦门,翔安,十一月廿九,19,12,晴,微风,,20221211,3540210,20221222
20221223,厦门,翔安,十二月初一,21,14,晴,微风,,20221211,3540210,20221223
20221224,厦门,翔安,十二月初二,23,15,晴,微风,,20221211,3540210,20221224
20221225,厦门,翔安,十二月初三,24,13,多云,东北风3-4级,,20221211,3540210,20221225
20221226,厦门,翔安,十二月初四,19,13,,,,20221211,3540210,20221226
20221227,厦门,翔安,十二月初五,18,12,,,,20221211,3540210,20221227
20221228,厦门,翔安,十二月初六,18,12,,,,20221211,3540210,20221228
20221229,厦门,翔安,十二月初七,19,12,,,,20221211,3540210,20221229
20221230,厦门,翔安,十二月初八,19,12,,,,20221211,3540210,20221230
20221231,厦门,翔安,十二月初九,18,12,,,,20221211,3540210,20221231
20230101,厦门,翔安,十二月初十,18,11,,,,20221211,3540210,20230101
20230102,厦门,翔安,十二月十一,18,11,,,,20221211,3540210,20230102
20230103,厦门,翔安,十二月十二,18,12,,,,20221211,3540210,20230103
20230104,厦门,翔安,十二月十三,18,12,,,,20221211,3540210,20230104
20230105,厦门,翔安,十二月十四,18,12,,,,20221211,3540210,20230105
20230106,厦门,翔安,十二月十五,18,11,,,,20221211,3540210,20230106
20230107,厦门,翔安,十二月十六,18,11,,,,20221211,3540210,20230107
20230108,厦门,翔安,十二月十七,18,11,,,,20221211,3540210,20230108
20230109,厦门,翔安,十二月十八,18,11,,,,20221211,3540210,20230109
20230110,厦门,翔安,十二月十九,18,11,,,,20221211,3540210,20230110
20230111,厦门,翔安,十二月二十,18,11,,,,20221211,3540210,20230111
20230112,厦门,翔安,十二月廿一,18,11,,,,20221211,3540210,20230112
20230113,厦门,翔安,十二月廿二,18,11,,,,20221211,3540210,20230113
20230114,厦门,翔安,十二月廿三,19,12,,,小年,20221211,3540210,20230114
20230115,厦门,翔安,十二月廿四,18,12,,,,20221211,3540210,20230115
20230116,厦门,翔安,十二月廿五,18,12,,,,20221211,3540210,20230116
20230117,厦门,翔安,十二月廿六,18,12,,,,20221211,3540210,20230117
20230118,厦门,翔安,十二月廿七,18,12,,,,20221211,3540210,20230118
20230119,厦门,翔安,十二月廿八,18,12,,,,20221211,3540210,20230119
20221211,宁德,宁德,十一月十八,16,11,小雨,微风,,20221211,35403,20221211
20221212,宁德,宁德,十一月十九,17,9,多云转晴,微风,,20221211,35403,20221212
20221213,宁德,宁德,十一月二十,15,10,多云转小雨,微风,,20221211,35403,20221213
20221214,宁德,宁德,十一月廿一,9,8,小雨,微风,,20221211,35403,20221214
20221215,宁德,宁德,十一月廿二,13,10,小雨转中雨,微风,,20221211,35403,20221215
20221216,宁德,宁德,十一月廿三,14,7,阴,微风,,20221211,35403,20221216
20221217,宁德,宁德,十一月廿四,11,1,多云转晴,微风,,20221211,35403,20221217
20221218,宁德,宁德,十一月廿五,11,4,阴,微风,,20221211,35403,20221218
20221219,宁德,宁德,十一月廿六,14,9,阴,微风,,20221211,35403,20221219
20221220,宁德,宁德,十一月廿七,21,10,雨转多云,微风,,20221211,35403,20221220
20221221,宁德,宁德,十一月廿八,16,6,晴,微风,,20221211,35403,20221221
20221222,宁德,宁德,十一月廿九,18,9,多云转阴,微风,,20221211,35403,20221222
20221223,宁德,宁德,十二月初一,18,11,阴转晴,微风,,20221211,35403,20221223
20221224,宁德,宁德,十二月初二,19,14,晴,微风,,20221211,35403,20221224
20221225,宁德,宁德,十二月初三,17,10,雨转阴,微风,,20221211,35403,20221225
20221226,宁德,宁德,十二月初四,16,10,,,,20221211,35403,20221226
20221227,宁德,宁德,十二月初五,15,9,,,,20221211,35403,20221227
20221228,宁德,宁德,十二月初六,16,10,,,,20221211,35403,20221228
20221229,宁德,宁德,十二月初七,16,9,,,,20221211,35403,20221229
20221230,宁德,宁德,十二月初八,16,9,,,,20221211,35403,20221230
20221231,宁德,宁德,十二月初九,15,9,,,,20221211,35403,20221231
20230101,宁德,宁德,十二月初十,15,8,,,,20221211,35403,20230101
20230102,宁德,宁德,十二月十一,15,8,,,,20221211,35403,20230102
20230103,宁德,宁德,十二月十二,16,9,,,,20221211,35403,20230103
20230104,宁德,宁德,十二月十三,16,9,,,,20221211,35403,20230104
20230105,宁德,宁德,十二月十四,15,9,,,,20221211,35403,20230105
20230106,宁德,宁德,十二月十五,15,9,,,,20221211,35403,20230106
20230107,宁德,宁德,十二月十六,15,8,,,,20221211,35403,20230107
20230108,宁德,宁德,十二月十七,15,8,,,,20221211,35403,20230108
20230109,宁德,宁德,十二月十八,15,8,,,,20221211,35403,20230109
20230110,宁德,宁德,十二月十九,15,8,,,,20221211,35403,20230110
20230111,宁德,宁德,十二月二十,15,8,,,,20221211,35403,20230111
20230112,宁德,宁德,十二月廿一,16,8,,,,20221211,35403,20230112
20230113,宁德,宁德,十二月廿二,16,9,,,,20221211,35403,20230113
20230114,宁德,宁德,十二月廿三,16,9,,,小年,20221211,35403,20230114
20230115,宁德,宁德,十二月廿四,16,9,,,,20221211,35403,20230115
20230116,宁德,宁德,十二月廿五,15,9,,,,20221211,35403,20230116
20230117,宁德,宁德,十二月廿六,15,9,,,,20221211,35403,20230117
20230118,宁德,宁德,十二月廿七,15,9,,,,20221211,35403,20230118
20230119,宁德,宁德,十二月廿八,16,9,,,,20221211,35403,20230119
20221211,宁德,古田,十一月十八,14,9,阴,微风,,20221211,3540304,20221211
20221212,宁德,古田,十一月十九,14,5,多云转晴,微风,,20221211,3540304,20221212
20221213,宁德,古田,十一月二十,15,7,多云转小雨,微风,,20221211,3540304,20221213
20221214,宁德,古田,十一月廿一,9,7,小雨,微风,,20221211,3540304,20221214
20221215,宁德,古田,十一月廿二,11,9,小雨,微风,,20221211,3540304,20221215
20221216,宁德,古田,十一月廿三,12,6,阴,微风,,20221211,3540304,20221216
20221217,宁德,古田,十一月廿四,8,-1,晴,微风,,20221211,3540304,20221217
20221218,宁德,古田,十一月廿五,11,1,晴转阴,微风,,20221211,3540304,20221218
20221219,宁德,古田,十一月廿六,15,5,阴,微风,,20221211,3540304,20221219
20221220,宁德,古田,十一月廿七,19,8,阴,微风,,20221211,3540304,20221220
20221221,宁德,古田,十一月廿八,16,3,多云转晴,微风,,20221211,3540304,20221221
20221222,宁德,古田,十一月廿九,17,6,多云,微风,,20221211,3540304,20221222
20221223,宁德,古田,十二月初一,19,9,多云转晴,微风,,20221211,3540304,20221223
20221224,宁德,古田,十二月初二,23,11,晴,微风,,20221211,3540304,20221224
20221225,宁德,古田,十二月初三,22,10,阴,微风,,20221211,3540304,20221225
20221226,宁德,古田,十二月初四,16,7,,,,20221211,3540304,20221226
20221227,宁德,古田,十二月初五,15,7,,,,20221211,3540304,20221227
20221228,宁德,古田,十二月初六,15,7,,,,20221211,3540304,20221228
20221229,宁德,古田,十二月初七,16,7,,,,20221211,3540304,20221229
20221230,宁德,古田,十二月初八,16,7,,,,20221211,3540304,20221230
20221231,宁德,古田,十二月初九,15,6,,,,20221211,3540304,20221231
20230101,宁德,古田,十二月初十,15,5,,,,20221211,3540304,20230101
20230102,宁德,古田,十二月十一,14,6,,,,20221211,3540304,20230102
20230103,宁德,古田,十二月十二,16,6,,,,20221211,3540304,20230103
20230104,宁德,古田,十二月十三,15,6,,,,20221211,3540304,20230104
20230105,宁德,古田,十二月十四,15,6,,,,20221211,3540304,20230105
20230106,宁德,古田,十二月十五,15,6,,,,20221211,3540304,20230106
20230107,宁德,古田,十二月十六,15,6,,,,20221211,3540304,20230107
20230108,宁德,古田,十二月十七,15,6,,,,20221211,3540304,20230108
20230109,宁德,古田,十二月十八,15,6,,,,20221211,3540304,20230109
20230110,宁德,古田,十二月十九,15,6,,,,20221211,3540304,20230110
20230111,宁德,古田,十二月二十,15,5,,,,20221211,3540304,20230111
20230112,宁德,古田,十二月廿一,16,6,,,,20221211,3540304,20230112
20230113,宁德,古田,十二月廿二,16,6,,,,20221211,3540304,20230113
20230114,宁德,古田,十二月廿三,16,7,,,小年,20221211,3540304,20230114
20230115,宁德,古田,十二月廿四,16,7,,,,20221211,3540304,20230115
20230116,宁德,古田,十二月廿五,15,7,,,,20221211,3540304,20230116
20230117,宁德,古田,十二月廿六,15,7,,,,20221211,3540304,20230117
20230118,宁德,古田,十二月廿七,15,7,,,,20221211,3540304,20230118
20230119,宁德,古田,十二月廿八,16,7,,,,20221211,3540304,20230119
20221211,宁德,霞浦,十一月十八,15,11,小雨,微风,,20221211,3540309,20221211
20221212,宁德,霞浦,十一月十九,16,7,多云转晴,微风,,20221211,3540309,20221212
20221213,宁德,霞浦,十一月二十,14,9,多云转小雨,微风,,20221211,3540309,20221213
20221214,宁德,霞浦,十一月廿一,10,8,小雨,微风,,20221211,3540309,20221214
20221215,宁德,霞浦,十一月廿二,13,10,阴转中雨,微风,,20221211,3540309,20221215
20221216,宁德,霞浦,十一月廿三,14,6,阴,微风,,20221211,3540309,20221216
20221217,宁德,霞浦,十一月廿四,10,1,多云转晴,微风,,20221211,3540309,20221217
20221218,宁德,霞浦,十一月廿五,11,4,阴,微风,,20221211,3540309,20221218
20221219,宁德,霞浦,十一月廿六,14,10,阴,微风,,20221211,3540309,20221219
20221220,宁德,霞浦,十一月廿七,20,8,雨转晴,微风,,20221211,3540309,20221220
20221221,宁德,霞浦,十一月廿八,15,7,晴转多云,微风,,20221211,3540309,20221221
20221222,宁德,霞浦,十一月廿九,17,9,多云转阴,微风,,20221211,3540309,20221222
20221223,宁德,霞浦,十二月初一,16,11,阴转多云,微风,,20221211,3540309,20221223
20221224,宁德,霞浦,十二月初二,22,14,晴,微风,,20221211,3540309,20221224
20221225,宁德,霞浦,十二月初三,22,9,阴,微风转东北风3-4级,,20221211,3540309,20221225
20221226,宁德,霞浦,十二月初四,14,8,,,,20221211,3540309,20221226
20221227,宁德,霞浦,十二月初五,14,8,,,,20221211,3540309,20221227
20221228,宁德,霞浦,十二月初六,14,8,,,,20221211,3540309,20221228
20221229,宁德,霞浦,十二月初七,14,8,,,,20221211,3540309,20221229
20221230,宁德,霞浦,十二月初八,14,8,,,,20221211,3540309,20221230
20221231,宁德,霞浦,十二月初九,14,7,,,,20221211,3540309,20221231
20230101,宁德,霞浦,十二月初十,13,7,,,,20221211,3540309,20230101
20230102,宁德,霞浦,十二月十一,13,7,,,,20221211,3540309,20230102
20230103,宁德,霞浦,十二月十二,14,8,,,,20221211,3540309,20230103
20230104,宁德,霞浦,十二月十三,14,8,,,,20221211,3540309,20230104
20230105,宁德,霞浦,十二月十四,13,8,,,,20221211,3540309,20230105
20230106,宁德,霞浦,十二月十五,14,7,,,,20221211,3540309,20230106
20230107,宁德,霞浦,十二月十六,13,7,,,,20221211,3540309,20230107
20230108,宁德,霞浦,十二月十七,14,7,,,,20221211,3540309,20230108
20230109,宁德,霞浦,十二月十八,13,7,,,,20221211,3540309,20230109
20230110,宁德,霞浦,十二月十九,14,7,,,,20221211,3540309,20230110
20230111,宁德,霞浦,十二月二十,14,7,,,,20221211,3540309,20230111
20230112,宁德,霞浦,十二月廿一,14,7,,,,20221211,3540309,20230112
20230113,宁德,霞浦,十二月廿二,14,7,,,,20221211,3540309,20230113
20230114,宁德,霞浦,十二月廿三,14,8,,,小年,20221211,3540309,20230114
20230115,宁德,霞浦,十二月廿四,14,8,,,,20221211,3540309,20230115
20230116,宁德,霞浦,十二月廿五,14,8,,,,20221211,3540309,20230116
20230117,宁德,霞浦,十二月廿六,14,8,,,,20221211,3540309,20230117
20230118,宁德,霞浦,十二月廿七,14,8,,,,20221211,3540309,20230118
20230119,宁德,霞浦,十二月廿八,14,8,,,,20221211,3540309,20230119
20221211,宁德,寿宁,十一月十八,8,4,阴,微风,,20221211,3540307,20221211
20221212,宁德,寿宁,十一月十九,12,1,多云转晴,微风,,20221211,3540307,20221212
20221213,宁德,寿宁,十一月二十,12,3,晴转阴,微风,,20221211,3540307,20221213
20221214,宁德,寿宁,十一月廿一,5,3,小雨,微风,,20221211,3540307,20221214
20221215,宁德,寿宁,十一月廿二,9,5,小雨转中雨,微风,,20221211,3540307,20221215
20221216,宁德,寿宁,十一月廿三,8,0,阴,微风,,20221211,3540307,20221216
20221217,宁德,寿宁,十一月廿四,4,-5,晴,微风,,20221211,3540307,20221217
20221218,宁德,寿宁,十一月廿五,9,-1,晴转阴,微风,,20221211,3540307,20221218
20221219,宁德,寿宁,十一月廿六,11,5,阴,微风,,20221211,3540307,20221219
20221220,宁德,寿宁,十一月廿七,16,0,阴转晴,微风,,20221211,3540307,20221220
20221221,宁德,寿宁,十一月廿八,14,0,晴,微风,,20221211,3540307,20221221
20221222,宁德,寿宁,十一月廿九,17,3,晴转阴,微风,,20221211,3540307,20221222
20221223,宁德,寿宁,十二月初一,14,7,多云转晴,微风,,20221211,3540307,20221223
20221224,宁德,寿宁,十二月初二,17,9,晴转阴,微风,,20221211,3540307,20221224
20221225,宁德,寿宁,十二月初三,19,5,阴,微风,,20221211,3540307,20221225
20221226,宁德,寿宁,十二月初四,12,4,,,,20221211,3540307,20221226
20221227,宁德,寿宁,十二月初五,11,4,,,,20221211,3540307,20221227
20221228,宁德,寿宁,十二月初六,12,4,,,,20221211,3540307,20221228
20221229,宁德,寿宁,十二月初七,12,4,,,,20221211,3540307,20221229
20221230,宁德,寿宁,十二月初八,12,4,,,,20221211,3540307,20221230
20221231,宁德,寿宁,十二月初九,12,3,,,,20221211,3540307,20221231
20230101,宁德,寿宁,十二月初十,11,2,,,,20221211,3540307,20230101
20230102,宁德,寿宁,十二月十一,11,3,,,,20221211,3540307,20230102
20230103,宁德,寿宁,十二月十二,12,3,,,,20221211,3540307,20230103
20230104,宁德,寿宁,十二月十三,12,3,,,,20221211,3540307,20230104
20230105,宁德,寿宁,十二月十四,11,3,,,,20221211,3540307,20230105
20230106,宁德,寿宁,十二月十五,12,3,,,,20221211,3540307,20230106
20230107,宁德,寿宁,十二月十六,11,3,,,,20221211,3540307,20230107
20230108,宁德,寿宁,十二月十七,12,3,,,,20221211,3540307,20230108
20230109,宁德,寿宁,十二月十八,11,3,,,,20221211,3540307,20230109
20230110,宁德,寿宁,十二月十九,12,3,,,,20221211,3540307,20230110
20230111,宁德,寿宁,十二月二十,12,2,,,,20221211,3540307,20230111
20230112,宁德,寿宁,十二月廿一,12,2,,,,20221211,3540307,20230112
20230113,宁德,寿宁,十二月廿二,12,3,,,,20221211,3540307,20230113
20230114,宁德,寿宁,十二月廿三,12,4,,,小年,20221211,3540307,20230114
20230115,宁德,寿宁,十二月廿四,12,4,,,,20221211,3540307,20230115
20230116,宁德,寿宁,十二月廿五,12,4,,,,20221211,3540307,20230116
20230117,宁德,寿宁,十二月廿六,11,4,,,,20221211,3540307,20230117
20230118,宁德,寿宁,十二月廿七,12,4,,,,20221211,3540307,20230118
20230119,宁德,寿宁,十二月廿八,12,4,,,,20221211,3540307,20230119
20221211,宁德,周宁,十一月十八,9,5,阴,微风,,20221211,3540306,20221211
20221212,宁德,周宁,十一月十九,11,2,多云转晴,微风,,20221211,3540306,20221212
20221213,宁德,周宁,十一月二十,11,4,多云转阴,微风,,20221211,3540306,20221213
20221214,宁德,周宁,十一月廿一,6,3,小雨,微风,,20221211,3540306,20221214
20221215,宁德,周宁,十一月廿二,9,5,小雨转中雨,微风,,20221211,3540306,20221215
20221216,宁德,周宁,十一月廿三,9,1,阴,微风,,20221211,3540306,20221216
20221217,宁德,周宁,十一月廿四,5,-4,多云转晴,微风,,20221211,3540306,20221217
20221218,宁德,周宁,十一月廿五,8,-1,晴转阴,微风,,20221211,3540306,20221218
20221219,宁德,周宁,十一月廿六,11,4,阴,微风,,20221211,3540306,20221219
20221220,宁德,周宁,十一月廿七,16,3,雨转多云,微风,,20221211,3540306,20221220
20221221,宁德,周宁,十一月廿八,12,1,晴,微风,,20221211,3540306,20221221
20221222,宁德,周宁,十一月廿九,13,4,晴转阴,微风,,20221211,3540306,20221222
20221223,宁德,周宁,十二月初一,14,7,多云转晴,微风,,20221211,3540306,20221223
20221224,宁德,周宁,十二月初二,19,9,晴转多云,微风,,20221211,3540306,20221224
20221225,宁德,周宁,十二月初三,19,5,雨,微风,,20221211,3540306,20221225
20221226,宁德,周宁,十二月初四,11,5,,,,20221211,3540306,20221226
20221227,宁德,周宁,十二月初五,11,4,,,,20221211,3540306,20221227
20221228,宁德,周宁,十二月初六,11,4,,,,20221211,3540306,20221228
20221229,宁德,周宁,十二月初七,12,4,,,,20221211,3540306,20221229
20221230,宁德,周宁,十二月初八,12,4,,,,20221211,3540306,20221230
20221231,宁德,周宁,十二月初九,11,3,,,,20221211,3540306,20221231
20230101,宁德,周宁,十二月初十,11,3,,,,20221211,3540306,20230101
20230102,宁德,周宁,十二月十一,10,3,,,,20221211,3540306,20230102
20230103,宁德,周宁,十二月十二,12,4,,,,20221211,3540306,20230103
20230104,宁德,周宁,十二月十三,11,4,,,,20221211,3540306,20230104
20230105,宁德,周宁,十二月十四,11,4,,,,20221211,3540306,20230105
20230106,宁德,周宁,十二月十五,11,3,,,,20221211,3540306,20230106
20230107,宁德,周宁,十二月十六,11,3,,,,20221211,3540306,20230107
20230108,宁德,周宁,十二月十七,11,3,,,,20221211,3540306,20230108
20230109,宁德,周宁,十二月十八,11,3,,,,20221211,3540306,20230109
20230110,宁德,周宁,十二月十九,11,3,,,,20221211,3540306,20230110
20230111,宁德,周宁,十二月二十,11,3,,,,20221211,3540306,20230111
20230112,宁德,周宁,十二月廿一,12,3,,,,20221211,3540306,20230112
20230113,宁德,周宁,十二月廿二,12,4,,,,20221211,3540306,20230113
20230114,宁德,周宁,十二月廿三,12,4,,,小年,20221211,3540306,20230114
20230115,宁德,周宁,十二月廿四,12,4,,,,20221211,3540306,20230115
20230116,宁德,周宁,十二月廿五,11,4,,,,20221211,3540306,20230116
20230117,宁德,周宁,十二月廿六,11,4,,,,20221211,3540306,20230117
20230118,宁德,周宁,十二月廿七,11,4,,,,20221211,3540306,20230118
20230119,宁德,周宁,十二月廿八,12,4,,,,20221211,3540306,20230119
20221211,宁德,福安,十一月十八,15,10,阴转小雨,微风,,20221211,3540302,20221211
20221212,宁德,福安,十一月十九,17,7,多云转晴,微风,,20221211,3540302,20221212
20221213,宁德,福安,十一月二十,16,9,多云转阴,微风,,20221211,3540302,20221213
20221214,宁德,福安,十一月廿一,10,7,小雨,微风,,20221211,3540302,20221214
20221215,宁德,福安,十一月廿二,12,10,小雨转中雨,微风,,20221211,3540302,20221215
20221216,宁德,福安,十一月廿三,13,6,阴,微风,,20221211,3540302,20221216
20221217,宁德,福安,十一月廿四,10,1,多云转晴,微风,,20221211,3540302,20221217
20221218,宁德,福安,十一月廿五,12,2,多云转阴,微风,,20221211,3540302,20221218
20221219,宁德,福安,十一月廿六,15,9,阴,微风,,20221211,3540302,20221219
20221220,宁德,福安,十一月廿七,21,6,雨转晴,微风,,20221211,3540302,20221220
20221221,宁德,福安,十一月廿八,16,5,晴,微风,,20221211,3540302,20221221
20221222,宁德,福安,十一月廿九,18,7,晴转阴,微风,,20221211,3540302,20221222
20221223,宁德,福安,十二月初一,18,11,阴转晴,微风,,20221211,3540302,20221223
20221224,宁德,福安,十二月初二,24,13,晴转多云,微风,,20221211,3540302,20221224
